Cluster_ID,Observations,Avg_Sales,Median_Sales,Avg_Redemptions,Median_Redemptions,Avg_Total_Load,Median_Total_Load,Maximum_Load,Avg_Sales_Redemption_Gap
0,161585,7.340130581427731,4.0,6.417866757434168,4.0,13.7579973388619,10.0,108,5.527332363771389
1,99953,117.91538022870749,70.0,117.53786279551389,62.0,235.4532430242214,132.0,14445,29.619781297209688
